Date,Bank,Product,Country,Search Overall score,Web Overall score,Social Media Overall score,Referral Overall score,Awareness 1 score,Awareness 2 score,Awareness 3 score,Awareness 4 score,Awareness 5 score,Evaluation 1 score,Evaluation 2 score,Evaluation 3 score,Evaluation 4 score,Evaluation 5 score,Commitment 1 score,Commitment 2 score,Commitment 3 score,Commitment 4 score,Commitment 5 score,Purchase 1 score,Purchase 2 score,Purchase 3 score,Purchase 4 score,Purchase 5 score,Awarness Score,Evaluation Score,Commitment Score,Purchase Score,Customer Journey Score,Needs Channel Score,Acquire Score
01-06-2020,sofi,sl,us,9.16,21.71,24.86,1.88,3.6,1.81,9.01,0.41,0.0,0.0,2.68,1.23,0.0,0.0,2.12,0.0,0.0,0.0,2.12,8.07,2.94,0.0,0.96,8.94,2.97,0.78,0.85,4.18,2.19,14.4,8.3
01-07-2020,sofi,sl,us,8.44,21.29,23.96,1.88,3.65,1.9,8.7,0.41,0.0,0.0,2.55,1.1,0.0,0.0,1.96,0.0,0.0,0.0,2.12,7.6,3.22,0.0,0.96,8.94,2.93,0.73,0.82,4.14,2.16,13.89,8.02
01-08-2020,sofi,sl,us,7.14,21.52,23.59,1.88,3.15,1.87,8.16,0.41,0.0,0.0,2.16,1.03,0.0,0.0,2.52,0.0,0.0,0.0,2.12,8.54,4.23,0.0,0.96,8.94,2.72,0.64,0.93,4.53,2.2,13.53,7.86
01-09-2020,sofi,sl,us,9.57,21.75,22.83,1.9,2.89,1.81,7.4,0.41,0.0,0.0,1.41,0.72,0.0,0.0,3.15,0.0,0.0,0.0,2.12,7.47,2.67,0.0,0.96,8.94,2.5,0.43,1.05,4.01,2.0,14.01,8.0
01-10-2020,sofi,sl,us,8.66,21.04,21.06,1.9,3.08,1.92,7.45,0.41,0.0,0.0,2.09,0.72,0.0,0.0,3.31,0.0,0.0,0.0,2.12,7.29,2.83,0.0,0.96,8.94,2.57,0.56,1.09,4.0,2.05,13.16,7.6
01-11-2020,sofi,sl,us,9.91,21.1,22.01,2.59,3.72,1.89,8.66,0.41,0.0,0.0,2.52,0.83,0.0,0.0,1.97,0.0,0.0,0.0,2.12,6.93,3.09,0.0,0.96,8.94,2.94,0.67,0.82,3.98,2.1,13.9,8.0
01-12-2020,sofi,sl,us,9.12,21.51,21.62,2.26,3.56,1.86,7.15,0.41,0.0,0.0,1.43,0.59,0.0,0.0,2.86,0.0,0.0,0.0,2.12,6.59,2.11,0.0,0.96,8.94,2.6,0.4,1.0,3.72,1.93,13.63,7.78
01-01-2021,sofi,sl,us,8.43,22.66,21.67,2.01,6.09,2.04,7.72,0.35,0.0,0.0,0.85,0.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,4.78,3.01,0.0,0.96,9.02,3.24,0.31,0.36,3.55,1.86,13.69,7.78
01-02-2021,sofi,sl,us,8.82,22.67,19.2,2.32,7.29,1.92,7.7,0.41,0.0,0.0,0.31,0.61,0.0,0.0,2.12,0.0,0.0,0.0,2.12,5.01,2.45,0.0,0.96,8.94,3.46,0.18,0.85,3.47,1.99,13.25,7.62
01-03-2021,sofi,sl,us,7.04,21.76,20.32,2.29,8.77,1.91,7.79,0.41,0.0,0.0,0.1,0.58,0.0,0.0,1.49,0.0,0.0,0.0,2.12,5.2,3.06,0.0,0.96,8.94,3.78,0.14,0.72,3.63,2.07,12.85,7.46
01-04-2021,sofi,sl,us,6.93,21.76,19.23,1.95,7.44,1.82,7.0,0.41,0.0,0.0,0.21,0.58,0.0,0.0,2.39,0.0,0.0,0.0,2.12,4.97,3.07,0.0,0.96,8.94,3.33,0.16,0.9,3.59,2.0,12.47,7.24
01-05-2021,sofi,sl,us,7.44,22.15,18.33,1.97,7.79,1.88,7.76,0.41,0.0,0.0,0.1,0.73,0.0,0.0,2.1,0.0,0.0,0.0,2.12,4.91,3.22,0.0,0.96,8.94,3.57,0.17,0.84,3.61,2.05,12.47,7.26
01-06-2021,sofi,sl,us,7.41,22.52,18.93,2.34,7.0,2.05,7.64,0.41,0.0,0.0,0.52,0.67,0.0,0.0,1.95,0.0,0.0,0.0,2.12,5.04,2.5,0.0,0.96,8.94,3.42,0.24,0.81,3.49,1.99,12.8,7.4
01-07-2021,sofi,sl,us,10.66,22.27,18.07,2.66,8.19,1.92,7.95,0.41,0.0,0.0,0.1,0.79,0.0,0.0,2.21,0.0,0.0,0.0,2.12,5.16,3.81,0.0,0.96,8.94,3.69,0.18,0.87,3.77,2.13,13.42,7.78
01-08-2021,sofi,sl,us,9.5,22.32,17.85,1.99,7.31,1.91,7.76,0.41,0.0,0.0,0.1,0.67,0.0,0.0,2.55,0.0,0.0,0.0,2.12,4.88,3.01,0.0,0.96,8.94,3.48,0.15,0.93,3.56,2.03,12.92,7.48
01-01-2017,citizens bank,sl,us,6.1,18.21,19.04,3.6,5.38,7.59,10.5,9.69,7.2,0.0,2.57,0.53,3.11,0.42,0.56,0.0,7.41,3.33,3.32,12.08,2.21,7.75,6.17,10.3,8.07,1.33,2.92,7.7,5.0,11.74,8.37
01-02-2017,citizens bank,sl,us,6.69,18.12,19.04,3.61,5.38,7.59,10.5,9.69,7.2,0.0,2.57,0.53,3.11,0.42,0.56,0.0,7.41,3.33,3.32,12.08,2.21,7.75,5.8,10.3,8.07,1.33,2.92,7.63,4.99,11.86,8.43
01-03-2017,citizens bank,sl,us,6.63,18.11,19.04,3.61,5.6,6.47,10.33,11.82,7.63,0.0,1.59,0.09,1.56,1.76,0.0,0.0,6.68,0.0,0.0,11.37,2.19,10.15,4.92,8.59,8.37,1.0,1.34,7.44,4.54,11.85,8.2
01-04-2017,citizens bank,sl,us,6.6,18.41,19.04,3.61,5.6,6.47,10.33,11.82,7.63,0.0,1.59,0.09,1.56,1.76,0.0,0.0,6.68,0.0,0.0,11.37,2.19,10.15,4.92,8.59,8.37,1.0,1.34,7.44,4.54,11.92,8.23
01-05-2017,citizens bank,sl,us,6.78,18.73,19.04,3.61,4.66,6.62,9.88,9.66,5.64,0.0,1.35,0.38,4.07,0.42,0.28,0.0,7.09,1.3,1.94,10.77,1.72,5.0,4.27,8.86,7.29,1.24,2.12,6.12,4.19,12.04,8.12
01-06-2017,citizens bank,sl,us,6.21,18.68,19.04,3.6,5.6,6.47,10.33,11.82,7.63,0.0,1.59,0.09,1.56,1.76,0.0,0.0,6.68,0.0,0.0,11.37,2.19,10.15,4.92,8.59,8.37,1.0,1.34,7.44,4.54,11.88,8.21
01-07-2017,citizens bank,sl,us,7.06,18.74,19.01,3.61,5.14,5.88,9.86,10.82,4.73,0.0,1.25,0.0,1.56,1.67,0.0,0.0,6.68,0.0,0.0,9.67,1.8,6.3,4.2,7.83,7.29,0.9,1.34,5.96,3.87,12.1,7.98
01-08-2017,citizens bank,sl,us,6.42,18.76,19.0,3.61,4.66,6.62,9.88,9.66,5.64,0.0,1.35,0.38,4.07,0.42,0.28,0.0,7.09,1.3,1.94,10.77,1.72,5.0,4.27,8.86,7.29,1.24,2.12,6.12,4.19,11.95,8.07
01-09-2017,citizens bank,sl,us,5.46,18.61,19.0,3.67,4.66,6.62,9.88,9.66,5.64,0.0,1.35,0.38,4.07,0.42,0.28,0.0,7.09,1.3,1.94,10.77,1.72,5.0,4.27,8.86,7.29,1.24,2.12,6.12,4.19,11.68,7.94
01-10-2017,citizens bank,sl,us,4.62,18.54,19.0,3.63,4.23,5.46,8.54,9.93,4.4,0.0,0.38,0.0,2.15,0.42,0.0,0.0,6.68,0.0,0.0,10.6,1.08,4.57,2.99,7.93,6.51,0.59,1.34,5.43,3.47,11.45,7.46
01-11-2017,citizens bank,sl,us,5.33,18.58,17.56,3.62,4.66,6.62,9.88,9.66,5.64,0.0,1.35,0.38,4.07,0.42,0.28,0.0,7.09,1.3,1.94,10.77,1.72,5.0,4.27,8.86,7.29,1.24,2.12,6.12,4.19,11.27,7.73
01-12-2017,citizens bank,sl,us,5.97,18.57,18.52,3.61,5.57,6.98,9.94,10.28,7.84,0.0,1.35,0.38,3.11,0.42,0.28,0.0,12.15,1.3,1.94,11.98,1.57,7.29,4.73,9.74,8.12,1.05,3.13,7.06,4.84,11.67,8.25
01-01-2018,citizens bank,sl,us,5.89,20.89,19.0,3.61,3.15,5.23,6.59,7.14,3.91,0.0,2.4,0.0,0.96,2.96,0.45,0.0,18.61,2.04,0.0,12.78,0.87,2.9,3.61,8.08,5.2,1.26,4.22,5.65,4.08,12.35,8.22
01-02-2018,citizens bank,sl,us,5.47,20.54,20.77,3.6,3.07,4.84,7.49,5.89,4.58,0.0,0.38,0.0,0.0,1.7,0.28,0.0,18.27,2.04,0.0,12.17,1.36,2.44,3.61,8.48,5.17,0.42,4.12,5.61,3.83,12.6,8.22
01-03-2018,citizens bank,sl,us,5.2,20.68,22.41,3.6,3.89,5.78,9.04,7.2,5.7,0.0,0.25,0.0,0.96,1.17,0.0,0.0,21.11,2.04,0.0,13.18,1.47,5.34,4.83,8.43,6.32,0.48,4.63,6.65,4.52,12.97,8.75
01-04-2018,citizens bank,sl,us,5.59,20.67,23.12,3.6,3.0,4.97,6.85,6.67,3.35,0.0,2.62,0.0,0.0,3.12,0.57,0.0,21.32,4.63,0.0,12.41,0.77,1.6,3.83,8.09,4.97,1.15,5.3,5.34,4.19,13.24,8.72
01-05-2018,citizens bank,sl,us,6.93,20.7,21.74,3.59,3.08,4.72,6.21,5.4,4.95,0.0,0.78,0.15,0.0,1.45,0.28,0.0,18.59,2.04,0.0,13.36,1.26,0.0,3.11,7.97,4.87,0.48,4.18,5.14,3.67,13.24,8.46
01-06-2018,citizens bank,sl,us,4.9,20.27,22.33,3.6,3.03,4.82,5.74,5.25,4.43,0.0,1.4,0.15,1.56,0.91,0.56,0.0,21.23,2.04,0.0,13.33,1.26,0.0,3.11,7.48,4.65,0.8,4.77,5.04,3.81,12.78,8.3
01-07-2018,citizens bank,sl,us,5.29,20.64,23.49,3.6,3.03,4.82,5.74,5.25,4.43,0.0,1.4,0.15,1.56,0.91,0.56,0.0,21.23,2.04,0.0,13.33,1.26,0.0,3.11,7.48,4.65,0.8,4.77,5.04,3.81,13.26,8.54
01-08-2018,citizens bank,sl,us,6.79,20.85,21.64,3.6,3.27,5.15,7.01,6.4,5.9,0.0,1.03,0.15,0.96,1.28,0.28,0.0,19.51,0.0,0.0,12.85,1.64,2.9,3.24,7.41,5.55,0.68,3.96,5.61,3.95,13.22,8.59
01-09-2018,citizens bank,sl,us,5.89,20.34,21.74,3.59,3.03,4.82,5.74,5.25,4.43,0.0,1.4,0.15,1.56,0.91,0.56,0.0,21.23,2.04,0.0,13.33,1.26,0.0,3.11,7.48,4.65,0.8,4.77,5.04,3.81,12.89,8.35
01-10-2018,citizens bank,sl,us,6.2,20.59,22.84,3.6,2.66,4.7,6.31,5.33,4.07,0.0,1.4,0.15,1.56,1.41,0.56,0.0,20.51,2.04,0.0,12.47,1.53,0.0,2.86,7.43,4.61,0.9,4.62,4.86,3.75,13.31,8.53
01-11-2018,citizens bank,sl,us,6.5,20.93,22.57,3.6,3.39,5.24,5.57,7.7,4.21,0.0,3.03,0.0,0.96,3.33,1.63,0.0,21.82,4.07,0.0,13.7,0.87,2.9,3.02,8.72,5.22,1.46,5.5,5.84,4.5,13.4,8.95
01-12-2018,citizens bank,sl,us,5.47,20.61,22.6,3.59,3.44,5.12,6.63,7.51,3.89,0.0,2.7,0.0,0.0,2.76,0.45,0.0,19.26,3.33,0.0,12.28,0.87,4.51,3.86,7.88,5.32,1.09,4.61,5.88,4.22,13.07,8.64
01-01-2019,citizens bank,sl,us,5.08,20.51,21.63,3.59,3.4,5.17,8.06,6.64,4.22,0.0,1.29,0.0,0.0,2.12,0.0,0.0,20.69,3.33,0.0,12.4,0.98,4.04,4.57,8.3,5.5,0.68,4.8,6.06,4.26,12.7,8.48
01-02-2019,citizens bank,sl,us,5.06,20.45,22.35,3.6,3.43,5.11,8.66,6.35,5.11,0.0,0.41,0.15,0.0,1.81,0.0,0.0,19.96,2.04,0.0,12.54,1.36,2.44,4.2,8.04,5.73,0.47,4.4,5.72,4.08,12.86,8.47
01-03-2019,citizens bank,sl,us,5.94,20.55,22.76,3.59,3.04,5.17,6.71,7.55,4.43,0.0,1.63,0.0,0.96,2.91,1.18,0.0,21.43,2.04,0.0,13.26,1.26,2.9,3.61,8.75,5.38,1.1,4.93,5.96,4.34,13.21,8.78
01-04-2019,citizens bank,sl,us,5.7,19.39,23.12,3.75,1.71,5.07,5.61,3.58,3.29,0.0,0.53,0.0,0.84,1.41,1.48,0.0,18.5,5.37,3.88,10.81,0.86,0.0,2.36,7.56,3.85,0.56,5.85,4.32,3.64,12.99,8.32
01-05-2019,citizens bank,sl,us,7.15,19.54,23.04,3.78,2.45,5.54,5.42,4.21,3.29,0.0,0.33,0.0,0.84,1.41,1.48,0.0,20.02,5.37,3.88,11.93,0.49,0.0,2.46,7.5,4.18,0.52,6.15,4.48,3.83,13.38,8.6
01-06-2019,citizens bank,sl,us,4.86,19.42,23.55,3.77,1.71,5.07,5.61,3.58,3.29,0.0,0.53,0.0,0.84,1.41,1.48,0.0,18.5,5.37,3.88,10.81,0.86,0.0,2.36,7.56,3.85,0.56,5.85,4.32,3.64,12.9,8.27
01-07-2019,citizens bank,sl,us,6.95,19.51,25.1,3.79,1.87,5.15,5.76,3.59,2.84,0.0,0.33,0.0,0.84,1.41,1.93,0.0,19.36,6.67,5.81,11.49,0.38,0.0,2.12,8.17,3.84,0.52,6.75,4.43,3.88,13.84,8.86
01-08-2019,citizens bank,sl,us,7.64,19.51,25.02,3.85,1.76,4.54,5.36,3.18,3.29,0.0,0.13,0.0,0.84,0.91,1.65,0.0,19.3,4.63,6.0,10.77,0.38,0.0,1.99,8.1,3.63,0.38,6.32,4.25,3.64,14.0,8.82
01-09-2019,citizens bank,sl,us,6.51,19.63,23.49,3.94,1.0,3.72,6.74,2.54,4.77,0.0,0.0,0.0,0.84,0.5,1.2,0.0,19.84,3.33,5.81,10.38,0.77,0.0,2.25,8.15,3.75,0.27,6.04,4.31,3.59,13.39,8.49
01-10-2019,citizens bank,sl,us,5.89,19.5,25.96,3.9,1.12,3.48,7.72,3.14,4.61,0.0,0.0,0.0,0.0,0.5,1.2,0.0,18.66,1.3,5.81,10.85,0.49,0.0,3.09,8.35,4.01,0.1,5.39,4.56,3.51,13.81,8.66
01-11-2019,citizens bank,sl,us,5.76,19.36,23.9,3.84,1.51,3.93,6.15,3.15,3.8,0.0,0.0,0.0,0.84,0.25,0.75,0.0,18.98,3.33,3.88,10.77,0.49,0.0,2.59,8.07,3.71,0.22,5.39,4.38,3.42,13.22,8.32
01-12-2019,citizens bank,sl,us,7.7,19.13,25.36,3.81,1.71,5.07,5.61,3.58,3.29,0.0,0.53,0.0,0.84,1.41,1.48,0.0,18.5,5.37,3.88,10.81,0.86,0.0,2.36,7.56,3.85,0.56,5.85,4.32,3.64,14.0,8.82
01-01-2020,citizens bank,sl,us,6.86,19.36,22.78,3.82,1.84,5.38,6.26,3.85,3.58,0.0,0.39,0.0,0.84,1.13,1.92,0.0,18.79,5.37,3.0,11.41,0.59,0.0,1.87,8.58,4.18,0.47,5.82,4.49,3.74,13.2,8.47
01-02-2020,citizens bank,sl,us,8.66,19.64,24.55,3.86,0.57,5.79,9.48,6.27,7.11,0.0,0.7,0.15,0.91,1.76,0.86,0.0,13.87,6.75,1.94,11.06,1.09,0.0,2.99,10.72,5.84,0.7,4.68,5.17,4.1,14.18,9.14
01-03-2020,citizens bank,sl,us,8.54,19.61,22.54,3.83,0.96,3.61,8.04,4.19,4.22,0.0,0.1,0.0,0.0,1.25,0.75,0.0,17.14,3.33,3.88,11.0,0.46,0.0,3.33,9.07,4.2,0.27,5.02,4.77,3.56,13.63,8.6
01-04-2020,citizens bank,sl,us,8.17,20.77,20.51,4.02,2.23,12.3,11.34,12.71,8.19,0.0,4.27,0.29,4.27,4.52,2.19,0.0,9.88,16.67,2.31,16.87,0.59,0.0,5.29,14.59,9.35,2.67,6.21,7.47,6.42,13.37,9.9
01-05-2020,citizens bank,sl,us,7.26,20.05,23.7,3.89,1.22,8.34,13.52,9.77,10.23,0.0,1.93,0.15,3.7,4.86,1.91,0.0,19.0,10.24,0.0,13.64,1.29,0.0,2.99,15.69,8.62,2.13,6.23,6.72,5.92,13.73,9.82
01-06-2020,citizens bank,sl,us,8.94,19.9,20.79,3.89,1.75,9.86,12.85,9.83,10.92,0.0,2.02,0.15,4.98,3.74,1.47,0.0,15.47,10.71,0.0,13.77,1.75,0.0,3.24,14.7,9.04,2.18,5.53,6.69,5.86,13.38,9.62
01-07-2020,citizens bank,sl,us,6.88,19.8,20.69,3.88,1.75,9.86,12.85,9.83,10.92,0.0,2.02,0.15,4.98,3.74,1.47,0.0,15.47,10.71,0.0,13.82,1.75,0.0,3.24,14.7,9.04,2.18,5.53,6.7,5.86,12.81,9.34
01-08-2020,citizens bank,sl,us,8.06,20.07,22.74,3.91,9.98,9.39,13.44,10.81,10.72,0.0,2.01,0.15,4.3,5.17,2.64,0.0,16.13,10.24,0.0,13.76,1.08,0.0,2.75,14.14,10.87,2.33,5.8,6.35,6.34,13.7,10.02
01-09-2020,citizens bank,sl,us,8.94,20.09,24.57,4.24,9.98,9.39,13.44,10.81,10.72,0.0,2.01,0.15,4.3,5.17,2.64,0.0,16.13,10.24,0.0,13.77,1.08,0.0,2.75,14.14,10.87,2.33,5.8,6.35,6.34,14.46,10.4
01-10-2020,citizens bank,sl,us,7.52,20.11,24.34,3.81,10.85,11.3,12.3,10.96,10.34,0.0,2.23,0.15,6.17,3.41,1.76,0.0,13.32,10.71,0.0,13.69,1.4,0.0,3.24,13.03,11.15,2.39,5.16,6.27,6.24,13.94,10.09
01-11-2020,citizens bank,sl,us,6.6,20.08,23.69,3.8,10.85,11.3,12.3,10.96,10.34,0.0,2.23,0.15,6.17,3.41,1.76,0.0,13.32,10.71,0.0,13.69,1.4,0.0,3.24,13.03,11.15,2.39,5.16,6.27,6.24,13.54,9.89
01-12-2020,citizens bank,sl,us,8.42,20.05,24.72,3.79,10.5,11.3,12.28,11.22,10.69,0.0,2.02,0.15,6.17,3.26,2.65,0.0,12.97,9.97,0.0,13.47,1.58,0.0,2.99,12.7,11.2,2.32,5.12,6.15,6.2,14.24,10.22
01-01-2021,citizens bank,sl,us,9.03,21.07,20.17,3.89,2.49,13.61,9.77,12.11,9.47,0.0,3.2,0.29,6.86,3.13,2.09,0.0,6.03,14.15,3.37,16.51,0.77,0.0,3.99,12.95,9.49,2.7,5.13,6.84,6.04,13.54,9.79
01-02-2021,citizens bank,sl,us,6.75,20.48,23.26,3.83,2.23,12.64,7.5,11.75,6.89,0.0,3.35,0.29,3.84,2.62,1.46,0.0,7.0,13.47,2.12,15.92,0.0,0.0,5.04,13.79,8.2,2.02,4.81,6.95,5.49,13.58,9.54
01-03-2021,citizens bank,sl,us,8.59,20.95,20.05,3.86,2.49,13.61,9.77,12.11,9.47,0.0,3.2,0.29,6.86,3.13,2.09,0.0,6.03,14.15,3.37,16.51,0.77,0.0,3.99,12.95,9.49,2.7,5.13,6.84,6.04,13.36,9.7
01-04-2021,citizens bank,sl,us,8.53,20.49,19.46,3.8,2.24,12.72,8.74,11.89,8.19,0.0,3.53,0.29,5.77,3.01,2.08,0.0,5.64,13.99,2.31,16.38,0.38,0.0,4.33,13.38,8.76,2.52,4.8,6.89,5.74,13.07,9.41
01-05-2021,citizens bank,sl,us,5.96,20.51,19.65,4.15,2.24,12.72,8.74,11.89,8.19,0.0,3.53,0.29,5.77,3.01,2.08,0.0,5.64,13.99,2.31,16.38,0.38,0.0,4.33,13.38,8.76,2.52,4.8,6.89,5.74,12.57,9.16
01-06-2021,citizens bank,sl,us,8.1,20.47,19.85,3.8,2.23,12.64,7.5,11.75,6.89,0.0,3.35,0.29,3.84,2.62,1.46,0.0,7.0,13.47,2.12,15.92,0.0,0.0,5.04,13.79,8.2,2.02,4.81,6.95,5.49,13.06,9.28
01-07-2021,citizens bank,sl,us,9.28,20.29,19.8,3.81,1.92,12.14,10.64,12.29,8.05,0.0,3.41,0.29,4.49,4.0,2.47,0.0,12.05,13.47,1.06,15.53,0.38,0.0,5.04,15.23,9.01,2.44,5.81,7.24,6.12,13.3,9.71
01-08-2021,citizens bank,sl,us,6.82,20.72,21.27,3.88,2.24,12.77,8.74,11.89,8.19,0.0,3.53,0.29,5.77,3.01,2.08,0.0,5.64,13.99,2.31,16.38,0.38,0.0,4.33,13.38,8.77,2.52,4.8,6.89,5.74,13.17,9.46
01-01-2017,pnc,sl,us,8.78,24.24,21.78,4.03,18.69,15.95,15.28,31.66,25.03,0.0,7.59,3.64,17.56,15.81,0.0,0.0,1.53,0.0,9.09,24.16,21.43,26.23,30.14,10.42,21.32,8.92,2.12,22.48,13.71,14.71,14.21
01-02-2017,pnc,sl,us,9.55,23.72,21.78,4.03,19.05,15.5,12.96,32.32,22.49,0.0,8.23,3.15,18.13,16.97,0.56,0.0,2.26,0.0,7.84,23.36,21.51,26.57,27.92,11.56,20.46,9.3,2.13,22.18,13.52,14.77,14.14
01-03-2017,pnc,sl,us,7.99,25.35,21.78,4.03,18.69,15.95,15.28,31.66,25.03,0.0,7.59,3.64,17.56,15.81,0.0,0.0,1.53,0.0,9.09,24.16,21.43,26.23,30.14,10.42,21.32,8.92,2.12,22.48,13.71,14.79,14.25
01-04-2017,pnc,sl,us,8.68,26.37,21.78,4.04,18.97,15.01,13.88,32.26,25.44,0.0,8.1,2.94,16.43,17.17,0.28,0.0,2.35,0.0,6.46,23.81,22.18,28.48,28.62,12.33,21.11,8.93,1.82,23.08,13.74,15.22,14.48
01-05-2017,pnc,sl,us,9.6,26.38,20.0,4.03,18.44,14.45,13.64,31.17,24.43,0.0,7.53,3.65,15.37,15.64,0.28,0.0,2.26,0.0,7.7,23.25,21.54,28.92,27.08,12.11,20.43,8.44,2.05,22.58,13.38,15.0,14.19
01-06-2017,pnc,sl,us,9.78,26.52,20.0,4.03,18.57,15.63,13.67,32.54,22.87,0.0,8.4,3.06,20.0,16.82,0.56,0.0,1.94,0.0,8.4,23.69,20.98,26.51,26.77,11.24,20.66,9.66,2.18,21.84,13.58,15.08,14.33
01-07-2017,pnc,sl,us,9.25,26.23,21.78,4.03,18.56,14.69,13.62,31.63,22.8,0.0,10.03,3.62,19.46,16.25,0.57,0.0,2.26,0.0,6.46,22.54,20.82,26.5,26.69,12.56,20.26,9.87,1.86,21.82,13.45,15.32,14.38
01-08-2017,pnc,sl,us,10.17,26.39,21.78,4.03,19.05,15.5,12.96,32.32,22.49,0.0,8.23,3.15,18.13,16.97,0.56,0.0,2.26,0.0,7.84,23.36,21.51,26.57,27.92,11.56,20.46,9.3,2.13,22.18,13.52,15.59,14.56
01-09-2017,pnc,sl,us,10.12,26.54,21.78,4.03,18.6,15.63,13.13,31.34,24.34,0.0,7.23,2.99,16.7,15.87,0.28,0.0,1.94,0.0,6.78,24.14,21.84,25.74,29.28,11.52,20.61,8.56,1.8,22.5,13.37,15.62,14.5
01-10-2017,pnc,sl,us,9.16,26.29,21.19,4.02,19.05,15.5,12.96,32.32,22.49,0.0,8.23,3.15,18.13,16.97,0.56,0.0,2.26,0.0,7.84,23.36,21.51,26.57,27.92,11.56,20.46,9.3,2.13,22.18,13.52,15.16,14.34
01-11-2017,pnc,sl,us,10.24,26.59,20.32,4.03,18.44,14.45,13.64,31.17,24.43,0.0,7.53,3.65,15.37,15.64,0.28,0.0,2.26,0.0,7.7,23.25,21.54,28.92,27.08,12.11,20.43,8.44,2.05,22.58,13.38,15.3,14.34
01-12-2017,pnc,sl,us,9.41,27.64,23.26,4.04,18.6,15.63,13.13,31.34,24.34,0.0,7.23,2.99,16.7,15.87,0.28,0.0,1.94,0.0,6.78,24.14,21.84,25.74,29.28,11.52,20.61,8.56,1.8,22.5,13.37,16.09,14.73
01-01-2018,pnc,sl,us,9.2,32.55,21.05,4.03,9.55,10.15,5.14,21.14,16.65,0.0,3.1,0.74,4.34,10.38,0.73,0.0,2.98,0.0,3.88,20.67,7.98,8.57,17.6,17.94,12.53,3.71,1.52,14.55,8.08,16.71,12.4
01-02-2018,pnc,sl,us,10.92,31.55,20.32,4.03,10.37,11.09,6.65,20.33,17.75,0.0,3.9,1.88,6.31,8.29,0.56,0.0,2.17,0.0,1.75,21.55,7.25,10.26,21.53,22.95,13.24,4.08,0.9,16.71,8.73,16.7,12.72
01-03-2018,pnc,sl,us,8.39,31.77,21.23,4.03,7.67,9.07,3.8,19.26,14.78,0.0,2.33,0.44,4.91,10.2,0.73,0.0,2.98,0.0,2.63,19.52,4.98,4.32,14.73,20.76,10.92,3.58,1.27,12.86,7.16,16.36,11.76
01-04-2018,pnc,sl,us,8.58,31.14,21.78,4.03,10.37,11.09,6.65,20.33,17.75,0.0,3.9,1.88,6.31,8.29,0.56,0.0,2.17,0.0,1.75,21.55,7.25,10.26,21.53,22.95,13.24,4.08,0.9,16.71,8.73,16.38,12.56
01-05-2018,pnc,sl,us,9.42,31.9,21.23,4.02,7.67,9.07,3.8,19.26,14.78,0.0,2.33,0.44,4.91,10.2,0.73,0.0,2.98,0.0,2.63,19.52,4.98,4.32,14.73,20.76,10.92,3.58,1.27,12.86,7.16,16.64,11.9
01-06-2018,pnc,sl,us,8.02,30.53,20.42,4.03,10.67,11.64,5.99,20.28,16.46,0.0,3.19,1.81,6.31,7.98,1.01,0.0,3.05,0.0,2.81,22.26,7.38,11.37,21.65,21.2,13.01,3.86,1.37,16.77,8.75,15.75,12.25
01-07-2018,pnc,sl,us,10.41,30.84,20.98,4.02,10.37,11.09,6.65,20.33,17.75,0.0,3.9,1.88,6.31,8.29,0.56,0.0,2.17,0.0,1.75,21.55,7.25,10.26,21.53,22.95,13.24,4.08,0.9,16.71,8.73,16.56,12.64
01-08-2018,pnc,sl,us,8.22,31.92,20.79,4.03,9.84,10.62,5.74,21.01,18.01,0.0,3.81,1.03,5.62,9.78,0.45,0.0,2.26,0.0,3.19,21.01,8.22,8.84,19.22,19.51,13.04,4.05,1.18,15.36,8.41,16.24,12.32
01-09-2018,pnc,sl,us,10.33,31.42,20.98,4.03,7.67,9.07,3.8,19.26,14.78,0.0,2.33,0.44,4.91,10.2,0.73,0.0,2.98,0.0,2.63,19.52,4.98,4.32,14.73,20.76,10.92,3.58,1.27,12.86,7.16,16.69,11.92
01-10-2018,pnc,sl,us,10.07,32.69,20.61,4.03,8.75,10.51,4.98,22.81,17.32,0.0,2.73,0.96,4.71,8.39,1.74,0.0,3.3,0.0,5.12,22.14,8.73,6.27,14.28,16.14,12.87,3.36,2.03,13.51,7.94,16.85,12.4
01-11-2018,pnc,sl,us,9.94,31.6,21.16,4.03,7.67,9.07,3.8,19.26,14.78,0.0,2.33,0.44,4.91,10.2,0.73,0.0,2.98,0.0,2.63,19.52,4.98,4.32,14.73,20.76,10.92,3.58,1.27,12.86,7.16,16.68,11.92
01-12-2018,pnc,sl,us,9.68,33.02,23.53,4.03,7.6,9.71,3.59,21.76,15.32,0.0,1.34,0.66,4.12,9.38,1.74,0.0,4.02,0.0,5.12,22.08,5.64,2.19,10.81,17.27,11.6,3.1,2.18,11.6,7.12,17.57,12.34
01-01-2019,pnc,sl,us,8.45,33.06,20.79,4.04,7.6,9.71,3.59,21.76,15.32,0.0,1.34,0.66,4.12,9.38,1.74,0.0,4.02,0.0,5.12,22.08,5.64,2.19,10.81,17.27,11.6,3.1,2.18,11.6,7.12,16.58,11.85
01-02-2019,pnc,sl,us,8.96,32.19,20.98,4.02,9.48,10.66,5.14,21.95,18.88,0.0,2.85,0.96,4.27,9.36,1.74,0.0,3.3,0.0,5.12,21.56,9.03,7.94,15.27,15.79,13.22,3.49,2.03,13.92,8.17,16.54,12.36
